corpus_author_id,name,num_citations,num_papers,i10,h_index,h_class
5383741,Jack Ahern,850,14,6,7,L
113397494,F. Baltasar Dos Santos Pedrosa,1898,62,36,23,H
49603234,Rebecca L. Payne,729,31,15,13,H
39016918,J. Michael Andresen,1170,24,13,13,H
51435329,Meenakshi Pawar,54,23,1,5,L
2018115,Sarah J. Plummer,1840,68,39,24,H
1794630,Unai Arronategui,88,22,1,7,L
47830324,Otto Hindrichs,8251,772,188,40,H
145315953,Feng Zhao,9308,245,96,45,H
37544315,Mahmood Shams,14,17,0,2,L
7271775,Michael Wang,1582,56,15,14,H
144648724,J. F. Cardoso,4382,169,47,25,H
32083981,Hanshuang Pan,34,7,1,3,L
46207227,Vítor Trindade,1029,22,7,7,L
114045498,Dhushyanth Raju,319,57,9,9,L
143649605,Efraín Rodríguez,16,11,0,3,L
102820544,Ramona Kay Zachary Heck,358,21,5,6,L
122522680,Adam Wichniak,525,66,14,12,H
1401419090,Annette Bröcker-Vriends,1400,33,20,17,H
46181452,Inger Roos,1541,53,16,14,H
1935771,Gerda Gemser,699,106,19,15,H
69970067,Joseph L. Murphy,4973,266,116,38,H
47715633,Susan R. Sandall,1169,60,26,17,H
2661711,Christian Brodbeck,737,36,7,8,L
3310376,Arthur Zimek,5468,126,67,35,H
46235152,Matthew L. Meuter,3643,28,17,16,H
4397680,Yaser Sarikhani,272,31,9,10,H
1717742,Carla Farinha,5759,48,27,22,H
153323044,Eva Yuhua Kuo,47,7,1,4,L
46877621,Sangsoo Kim,171,79,4,6,L
5022053,Marco Laneri,651,16,9,9,L
15648692,Leonel Merino,152,28,5,8,L
1688134,Steen Kristensen,9224,333,115,42,H
46381698,Huan Li,1196,46,2,5,L
49495785,J. C. Fontaine,4810,355,39,21,H
2237559,Yochai Benkler,4624,114,44,26,H
49354806,Min Zhong,20,8,1,3,L
6387486,Liana Maria Cardoso Verinaud,435,89,16,13,H
2702388,Gert Cauwenberghs,7857,415,147,41,H
144447262,Dheeraj Kumar,184,39,6,8,L
1800500,Samuel T. King,4449,57,35,27,H
145099309,Prashant Patel,383,90,11,11,H
39736225,Philip N. Chase,482,50,12,12,H
66144619,Zh.G. Simonova,28,9,1,2,L
119324613,Thorsten Beck,3578,113,33,21,H
1996163,Eric L. Ding,16871,148,89,56,H
66198677,Reinhold Werner,0,9,0,1,L
2901767,Farhan Gandhi,914,184,24,16,H
103051239,Alexi Mestvirishvili,1845,237,36,19,H
40145264,Joo Yong Lee,1512,242,44,18,H
65904180,Barbara Kamler,963,74,19,14,H
3640778,Lorenzo Monasta,10036,149,52,32,H
5318064,John A Lednicky,1427,128,39,21,H
4204854,Frank J. Londy,1028,35,20,19,H
1856347,William Sulis,279,59,3,8,L
50857518,Rn,210,107,5,6,L
39721614,Brandon Labelle,276,30,4,6,L
49535385,Benjamin L L Tan,64,5,1,1,L
103308889,Valentina Dutta,5280,589,134,35,H
2143436,Iwona Miliszewska,198,43,7,8,L
114312938,Fabian Pollozek,92,1,1,1,L
49845692,Edouard Miambi,282,25,8,9,L
31012163,Richard K. Williams,1267,50,16,16,H
1782193,Ingo Steinwart,5260,107,45,26,H
145284102,Feng Shi,73,42,3,5,L
92742051,José M. Muñoz Asperilla,0,1,0,1,L
3639215,Ralph I Horwitz,15075,300,145,57,H
49107710,Chuanzhu Yan,258,23,7,9,L
49152130,Gabriel Nagy,1061,93,22,16,H
5453559,Mohammad Raish,436,84,15,12,H
8107687,R H Malaty,60,10,2,5,L
48295633,Davide Piccolo,11163,1307,169,42,H
1511734077,Raymond Lin Tzer Pin,31,1,1,1,L
3139133,Razvan C. Bunescu,4648,71,35,22,H
3923414,Morgane Mailhe,522,51,3,7,L
1397647478,Mira Kajko-Mattsson,906,157,33,17,H
93693419,Catrin Hermann,4,2,0,1,L
4575806,Paul Shekelle,29065,1072,267,83,H
47003032,Yong Li,233,116,8,9,L
1794786,Brendan Meeder,1176,13,11,11,H
2782694,Wilker Aziz,688,45,16,12,H
3160962,Laura Peracchio,1432,73,27,20,H
40159830,Benjamin S. Freeze,978,3,2,2,L
32725720,Xingyou Song,13,12,0,3,L
1851246,Bodo Rak,752,53,21,16,H
31730563,Yuichi Ogawa,1113,309,15,13,H
2517795,Philipp Hennig,1745,99,39,24,H
144278395,Xiaochuan Ni,780,14,9,9,L
145379181,Francesca Bucci,8115,573,116,38,H
46797402,Kenji Miura,114,42,1,5,L
152552645,John C. Hakala,646,192,21,14,H
2884320,Ji Hoon Jun,28,6,1,3,L
73771692,E Mehmed,1211,5,3,3,L
143977109,Briony J. Oates,1088,46,9,9,L
146136987,Alexander Morton,498,173,12,12,H
1807086,Samia Boukir,824,59,20,14,H
48282224,Svln Prasad,9,1,0,1,L
48933946,Qiang Li,1602,231,37,20,H
34979384,Jingfeng Lu,465,81,13,11,H
7697488,Roberta A. Downing,199,12,5,5,L
78065104,Alan J. James,1217,11,3,3,L
4907610,Joacim Rocklöv,3141,122,56,28,H
16559493,H. G. Guyton,14,7,0,3,L
2489134,Munir Eldesouki,280,42,10,10,H
2101923,Ian Krop,6423,290,99,40,H
102643628,Marta Verweij,3265,380,77,26,H
5169730,Dale L. Barnard,2201,154,57,26,H
35268475,Ronald Paul Hill,2678,184,62,23,H
145097104,Juergen Rehm,8711,122,57,32,H
5469799,Denis G. Pelli,16332,194,57,36,H
32774810,Joe Sanchez,505,34,7,8,L
47233846,J-F. Arguin,4758,396,88,35,H
144814504,Helmut Braun,6209,279,84,32,H
6531163,Yang Yang,1435,49,7,8,L
2482011,Jørgen Vestbo,14164,299,110,45,H
51396582,Sheng-Po Chen,14,6,0,3,L
6141023,Michele T. Pato,9586,187,65,36,H
88109892,Luiz Renato Paranhos,19,17,0,3,L
6381636,Silvia Murachelli,46,8,2,4,L
46318703,Oskar Klein,957,97,14,14,H
6214452,Susan E. Middlestadt,2288,114,43,24,H
5170247,Jacques Bosq,3137,226,78,34,H
39277634,J. Nolan,1081,4,4,4,L
1400212765,Fadele Ayotunde Alaba,175,1,1,1,L
6308266,Giovanna Chitano,350,37,9,10,H
4329971,Patrizio Lancellotti,27517,729,195,63,H
145271669,Florian Scheuch,2122,328,61,22,H
4693347,Christine Campèse,651,56,14,13,H
121933257,Dominic Spohr,21,1,1,1,L
94530548,П.П. Филиппов,0,14,0,1,L
2109973,Andreas Grillenberger,63,24,1,5,L
3456427,Robert W. Veryzer,1333,32,16,13,H
3869690,Glyn O. Phillips,4200,838,110,29,H
1746656,Ellen M. Voorhees,11910,202,123,56,H
1390129398,Charlene E. Hafer-Macko,1310,63,24,17,H
40089513,Blagoj Ristevski,63,19,2,4,L
33660280,B. F. van Oort,324,17,3,4,L
144554936,Georgios Krintiras,2061,454,67,22,H
50333955,Antonio Delgado Peris,1661,291,52,22,H
6478764,Giuseppe Mancia,46559,1459,561,96,H
143957578,M. Mohamad Isa,73,35,1,6,L
108808984,Peter R. Doyle,1357,121,23,19,H
20509208,Jorge Luis Frangi,1124,72,14,14,H
40102806,Qian Wang,6064,172,54,28,H
2886725,Svetlana Kiritchenko,3724,54,38,30,H
41187138,Muhammad Shahedul Alam,41,7,1,3,L
49493204,Jang-Hsing Hsieh,102,36,3,6,L
2970182,Binlin Zhang,1040,100,22,16,H
3040735,Katharina Holzinger,1237,191,35,17,H
2701105,Janez Demsar,6768,84,33,20,H
50321822,Geneva Gay,1298,19,6,6,L
2611664,Giancarlo Mantovani,8658,638,129,36,H
40210169,Laura H Zahner,228,6,3,3,L
50477068,Julian Gosper,5,1,0,1,L
6211342,Stefan Jentsch,10711,102,80,52,H
1403870912,Sadako Tanaka-Akashi,53,3,1,2,L
75086152,林桐榆,1,12,0,1,L
47827239,Yin Zhao,37,29,1,4,L
50096393,Peter M. Nilsson,20770,822,241,64,H
48158519,Jennifer S. Schwartz,3549,170,51,29,H
145898930,Sandra S. Padula,6887,872,210,37,H
144463229,Werner Poewe,24298,805,320,77,H
123768263,H. Araujo,2813,8,3,3,L
49559605,Claire M. Midgley,337,17,7,7,L
6914120,Sara Dallaspezia,1015,68,28,19,H
10133684,Keith S Rayburn,104,10,3,4,L
50357064,Ran Luo,65,9,2,4,L
5577370,Kiyokazu Akasaka,222,47,4,7,L
1983679,Lukasz Dziurzynski,1170,10,8,8,L
31263277,Kerem Cankocak,8051,574,121,33,H
37899733,Mimi Paller,1540,7,1,3,L
145720233,Luke T B Hunter,901,47,21,16,H
7230395,Nils Fonstad,93,4,2,4,L
102980151,Monique Arnaud,4321,200,47,25,H
146854411,G Vanterpool,1210,4,3,3,L
3631218,Donald Grahame Holmes,4054,74,36,24,H
92528098,Vesna Šipka,35,10,2,3,L
71441824,吴国华,17,73,0,3,L
1732150,Mazeiar Salehie,1626,51,21,15,H
143891917,Keiichi Furukawa,239,73,5,9,L
48406578,Laura Borrello,6929,394,92,30,H
97443368,Bahareh Roozbahani,2630,385,60,22,H
1688464,Erich Schweighofer,313,112,12,12,H
6786651,Sungsook Ahn,181,49,6,8,L
50347097,Deborah Weiss,379,48,12,11,H
2212771,Ashish K. Jha,12646,416,165,61,H
1723559,Andrew R. Conn,5146,160,61,31,H
39385006,Venkata Ramaraju Alluri,182,5,4,5,L
38665506,Baskaran Sankaran,520,35,14,13,H
1390898743,Sishun Wang,2,2,0,1,L
4338591,Pamela C. Ronald,10422,280,142,57,H
3794484,Abdulkadir Iskender,175,29,7,8,L
66634010,Michael B. Arthur,5343,103,47,28,H
39892777,Sandra E. Harrington,1349,19,15,13,H
16610009,Hadley Cantril,3290,169,26,16,H
21245582,Miles T. Bryant,211,38,4,6,L
1948156,Hak Chul Jang,5527,318,151,38,H
49649543,Li-ping Shi,220,15,7,7,L
7866404,George E. Belch,881,29,11,11,H
144965085,Tv Ramakrishnan,37,28,1,4,L
2124151,Vinayak K. Nahar,218,90,8,9,L
4185526,Wencke Gwozdz,803,116,24,17,H
145256923,Andrew Williams,2110,84,35,24,H
152121473,Keith Rose,8492,402,117,36,H
31444864,Ernst-Dieter Klinkenberg,139,15,2,5,L
145790895,Christof Ebner,4991,160,104,39,H
38735608,Sara Ramsey,486,34,12,11,H
6785135,Bert R. Mandelbaum,6945,212,76,35,H
87166470,Peter Williams,83,2,2,2,L
145560551,Harkirat Singh Behl,15,3,0,2,L
1401721721,Juan Carlos Sánchez-Aarnoutse,231,28,5,6,L
143945068,Kyungwook Nam,1006,204,25,16,H
4187016,Luigi Piero Solimeno,231,39,8,9,L
7371592,Oluremi N. Ajala,3171,22,7,7,L
39068839,Roman Novak,625,53,12,11,H
8538936,Edward Rolf Tufte,4411,84,25,19,H
3140443,Katharina von Kriegstein,1548,42,23,20,H
38258091,Hua Chen,251,70,7,8,L
145055719,Martin Heller,117,45,4,5,L
48880342,Kittikhun Wangkanont,79,4,1,2,L
143951690,G. Gabrielle Starr,227,36,5,7,L
6552120,Sabrina Diano,8638,136,84,44,H
2259786,Qifa Ke,2830,58,33,25,H
153244769,Ryan Heller,1655,319,46,21,H
5529739,Mohd Rais Mustafa,1712,122,50,23,H
144374142,Rob Law,5490,192,84,37,H
29941696,Roncaglia,398,17,2,3,L
47084191,D Donnelly,1226,5,4,5,L
88352595,Narayan Khandekar,71,32,1,6,L
4025631,Alessandra De Col,326,32,12,11,H
2532235,Lisa E. Gralinski,2229,59,36,26,H
2264551,Sheng-Yi Wu,265,36,7,7,L
32874632,Volker Nölle,11,22,0,3,L
2429347,Anthony Ledford,904,23,10,10,H
1732321,Kevin B. Weiss,7954,307,136,48,H
2448692,Matija Polajnar,407,10,2,3,L
4599719,Nicola Laforgia,1340,186,37,22,H
7329815,F. David Schoorman,10417,36,23,21,H
48254221,Luís Nunes Vicente,1371,67,16,14,H
48127880,Katherine V Houser,265,10,6,6,L
1682312,Tarik Taleb,7859,343,139,44,H
13881747,Hervé Corvellec,575,153,18,14,H
92458366,Leonard Nash,212,3,2,2,L
4267637,Mitsuru Matsuki,1213,96,37,20,H
4557917,Cecilia Rocchi,210,4,3,3,L
3228178,Jingyuan Ren,3689,21,7,8,L
2226652,Matt Blaze,6285,160,51,29,H
3261043,John Novembre,8744,134,66,36,H
92603546,Alexander Schmidt,11327,984,214,42,H
39659600,Miika Mattinen,39,32,0,4,L
35139769,Peter Tavner,3196,119,49,27,H
20715768,Hiroyuki Nakai,3998,137,46,28,H
103979647,Kyle Tos,1338,300,37,20,H
102482396,Benjamin Kreis,6069,554,133,36,H
13607820,James P. Zacny,1327,93,40,20,H
1809442,Yongle Wu,3008,270,61,26,H
84534436,Eberhard Otto,28,48,0,4,L
48571131,Lin jie Zhang,2577,28,13,12,H
50609347,Chizuko Sasaki,144,33,5,7,L
70425057,Eduardo Bernabé,7069,56,32,26,H
4261715,Sergey A. Nepogodiev,362,82,9,9,L
2682793,Otto A. Smiseth,16436,352,126,48,H
3372317,Huijuan Song,849,50,21,15,H
34662879,Adalberto Lafcadio Simeone,351,34,9,9,L
1765437,Marco B. Caminati,502,140,17,13,H
49742613,S. L. Smith,34,6,1,2,L
47629108,Chi-Kong Li,638,127,14,13,H
2329333,Moe Thandar Wynn,1687,104,36,22,H
2055059,Bernard D. Goldstein,2313,217,68,25,H
30252069,Simone Neumann,34,7,1,3,L
3418749,Katarzyna B Lobos,1237,5,3,4,L
1746961,Tim Kraska,4687,158,70,34,H
1944541,Rafal Józefowicz,9781,30,14,13,H
46915004,Yuan Ai,67,31,2,2,L
2027972,Wajid Ali Khan,4775,539,118,33,H
90677257,A. Elbachiri,179,18,6,6,L
49021108,Hal Roberts,157,18,4,6,L
144430657,Marshall Plaut,1899,61,20,18,H
16146346,Sawsan Hassan Mahassni,78,19,1,5,L
2319482,Christoph Böttcher,2575,229,61,25,H
134052837,Hilde de Clerck,989,11,7,9,L
50505129,Hans Heesterbeek,526,11,6,6,L
145220765,Neil Hutchinson,341,34,11,11,H
93389549,Lee Stern,428,69,5,7,L
4428404,John Gerring,5597,212,47,31,H
2129423,Ali Hassanpour,546,136,18,12,H
1596698091,Tommaso Ascoli Bartoli,4,2,0,1,L
47656762,Nayu Ikeda,4789,54,23,19,H
35114570,Marci Kramish Campbell,1923,51,29,22,H
3390967,Christopher J Fonnesbeck,677,41,19,13,H
3856530,Ben Peeters,1538,80,35,22,H
11039596,Morris B. Holbrook,13825,328,110,46,H
120621406,J. Thompson,48,20,1,4,L
48052133,Amy Lynn King,424,15,7,8,L
1925831,Khayyam Hashmi,243,36,6,8,L
49492686,Corrado Santocanale,754,15,7,7,L
38674930,Linda F. Shapiro,745,12,6,6,L
33823918,Zoi Kapoula,336,30,12,11,H
46761241,Nan-shan Zhong,2942,228,51,23,H
1740844,Ji-Hyun Lee,3955,337,71,31,H
121296312,R. Murray Thomas,497,80,8,10,H
4646144,Kap Seong Choi,39,28,0,5,L
2199529,Titus D. M. Purdin,955,10,2,5,L
74877822,徐瑞华,0,25,0,1,L
3334515,T G Jovin,9365,306,120,41,H
3447293,Savvas Zannettou,247,23,8,9,L
39615756,Minyoung Her,146,19,6,8,L
144855160,Mehmet Özgür Sahin,3669,532,81,26,H
33870251,Rafal Wojciechowski,537,27,8,9,L
107959584,Ozlem Duva Kaya,5176,261,38,21,H
145776042,Eike Steinmann,1752,43,16,16,H
1398378102,Ibrahim Abaker Targio Hashem,175,1,1,1,L
145872409,Bing Yu,989,102,25,15,H
3065160,Giorgos Mountrakis,1930,72,22,17,H
152125541,Steve Nahn,6777,993,153,37,H
114863810,Susan M. Printy,1035,20,7,7,L
2883274,William W. Godwin,4613,22,13,13,H
153593876,Jane H. Root,809,13,1,3,L
6678718,Roy G. Bengis,2457,101,57,28,H
145215683,Janine Bernhardt,773,57,12,12,H
2840551,Sehyeon Heo,29,6,1,4,L
3870770,Ctirad Uher,2687,491,70,27,H
52465258,Anna Papst,1121,387,19,14,H
46687448,Michelle F. Wright,925,126,16,13,H
96207898,Wayne Morris Thomas,968,30,11,11,H
12814017,Tomasz Ciuksza,11,3,1,1,L
2992697,Jesse Stombaugh,16883,15,13,13,H
2307161,D. Bisello,11817,1847,211,38,H
1759087,Eiichi Maeda,334,61,8,9,L
145816221,Eric Michael French,196,21,5,8,L
49671994,E S Yu,832,12,8,8,L
66447824,Henry Sanoff,205,16,5,6,L
153157451,Jason Changwei Ng,69,1,1,1,L
46402236,Hui-Xia Yang,1016,132,22,14,H
49763921,Ernst Martin Füchtbauer,654,18,12,12,H
87380552,Da Xu,6015,465,109,33,H
3037321,Matthias Eickhoff,125,23,3,5,L
16259190,Shirley Bleak,208,3,1,2,L
2485028,Lars Wojtecki,2632,145,38,23,H
3093086,Stephen Wan,774,80,19,13,H
23528585,Jakub Gawryś,4,12,0,2,L
31471132,Sebastian Robert,114,23,3,6,L
144685524,Zahriladha Zakaria,319,119,9,10,H
4336779,Francesca Algieri,380,48,14,12,H
50733940,Kimio Iwano,206,64,9,9,L
1800730,Salah Sukkarieh,4212,220,97,34,H
143637635,G. Carlino,4490,393,86,33,H
66183825,Peter Issa Kattan,1972,132,25,18,H
145119162,Jun Rong,23,22,0,3,L
1586818722,Connor Boyle,78,1,1,1,L
97308904,Gunilla Ölundh,56,6,2,3,L
69517223,William L. Benoit,2271,177,57,24,H
3208107,Rimona Sharon Weil,1029,47,13,11,H
153533617,Yuanzhen Zhang,216,6,1,2,L
13934074,Andrew C. Wicks,4229,125,24,18,H
48330037,Gerardo Colón,1629,32,11,11,H
66443447,Jeffrey B. Grey,11,17,0,2,L
5294889,Frank A Dinenno,4206,143,71,34,H
3765223,Stephen C. Pflugfelder,14885,563,250,67,H
3639473,Thomas Lawrence Holland,1156,59,10,10,H
145521681,George W. Ryan,1568,44,21,16,H
4314662,Fermín Sánchez de Medina,1155,63,39,23,H
144776704,Martin Götte,4213,204,61,31,H
83220560,R Gardner,393,13,2,5,L
115081018,D. Rajesh Kumar,2,1,0,1,L
119858741,Jiuyang Xu,209,3,2,3,L
145600903,Wu Yi,289,59,1,2,L
2158388,Ekaterina Olshannikova,219,20,6,7,L
5004675,Martin Flood,703,13,5,6,L
2218968,Bas Donkers,1793,97,33,21,H
47780980,Zhengyi Liu,54,16,1,4,L
47005722,Jyoti Paul,498,7,2,2,L
70438777,E. O. Brigham,780,2,1,1,L
26637889,Yabing Zhao,55,11,2,4,L
118241107,Kanfer Fh,426,1,1,1,L
48237766,Robert Shelton Mackenzie,1090,65,17,13,H
1843103,Stephen P. Boyd,50273,296,180,68,H
1398483795,Rosario Pérez-Garrido,77,9,2,5,L
4803316,Rebecca Sue Gruchalla,3860,133,48,28,H
6774528,Xu Xiao-yun,8,76,0,2,L
123784535,Jennifer Chan,29,20,1,3,L
8579068,Don de Savigny,1385,58,16,14,H
6491303,Nina Wallerstein,6261,117,50,30,H
3973368,Kamran B Lankarani,2311,258,66,23,H
49589728,Yongjie Yon,14,9,1,2,L
5099863,Lydia Bossers,18,1,1,1,L
144304798,Gary Fry,1923,48,31,22,H
50734774,Mehdi Keshavarz,25,9,0,4,L
116200489,Carsten Elbro,1347,71,25,16,H
51106173,Volodin Andrei,6960,544,143,42,H
145285378,Michelle Thomas,901,14,4,4,L
49692793,Boris Bikbov,3492,44,18,15,H
49729707,Bin Li,21424,3793,561,56,H
2938033,Uchechukwu K.A. Sampson,1498,21,7,8,L
4425884,Daniele Rosella,110,16,2,6,L
33070545,Elizabeth Bomberg,751,61,18,14,H
47201328,A. A. Balandin,53,241,2,4,L
6704511,Sokkalingam Arumugam Dhanaraj,503,53,14,12,H
123225296,Feruz Rahmatjonovich Akobirov,1,2,0,1,L
144184418,Richard S J Tol,12628,490,220,62,H
94573754,S M George,36,4,2,3,L
145622168,Dragan Maksimovic,13693,355,202,58,H
48737900,Guanghai Wang,30,9,1,4,L
1490783988,Zonghui Li,51,1,1,1,L
143858362,Joseph Selby,18442,261,181,65,H
4904782,Deena Alasfoor,5310,48,27,19,H
1725486,Andrzej M. Goscinski,1594,237,27,15,H
1392144783,NAGAPPA G. Malleshi,71,1,1,1,L
145835584,Tie Song,713,62,16,13,H
2531340,Do Xuan Tien,5,2,0,1,L
145474418,Van Thuan Hoang,229,15,2,4,L
97609832,Ken W. Bell,7470,822,87,28,H
48736174,Justin Kuczynski,18345,34,23,19,H
102797960,Myriam Schönenberger,1838,338,53,22,H
143688096,J. -P. Michel,6067,304,123,40,H
145790758,Carsten Hoffmann,1504,91,38,23,H
143919560,Hirofumi Akagi,17393,424,124,53,H
6648818,Keith Hoots,3118,50,24,19,H
100739399,Almeida di donato,1,1,0,1,L
78391396,Rafael La Porta,22067,64,37,29,H
50549433,Giovanni Liguori,226,87,8,8,L
2381816,Maxime Cordeil,445,38,11,11,H
13650429,Debora Fontanini,218,44,8,9,L
123538695,Venu Madhav Sunkara,6,4,0,2,L
3111003,Syed Muhammad Ali Shah,250,39,10,10,H
2495462,Stephen P. Lewis,730,78,23,16,H
144085008,Alan Kraus,2356,44,16,15,H
48695432,Stan Biryukov,8041,26,21,20,H
51970417,Thawatphong Phithak,0,4,0,1,L
73118568,Tracy D. Terrell,1430,29,8,8,L
3407270,Xiaotao Rong,13,4,0,3,L
1790871,Jae Wook Jeon,2205,346,67,25,H
37658462,Shmuel Yitzhaki,302,27,10,10,H
30236887,Garyfallia Paspalaki,414,180,11,11,H
4814495,John J. Coen,91,5,3,5,L
11025849,Thijs Kuiken,10739,288,154,55,H
34644423,Giovana Renata Gouvêa,22,11,0,4,L
36811682,Ziqi Zhang,813,88,24,16,H
25141111,Ashley Armstrong,423,5,3,3,L
4182568,Maria Yazdanbakhsh,9676,335,177,49,H
1393013795,Elizabeth Andrea Jares-Erijman,1930,89,35,21,H
87050837,Jon P. Sadler,1646,93,46,24,H
3180931,Charles B. Nemeroff,35785,1076,456,93,H
119678066,Maristela A. Mulino,2,37,0,2,L
40526370,Maitreyi Bordia Das,391,49,11,11,H
152975602,John Percy,98,16,4,7,L
143837941,Alexander Ershov,4583,388,95,32,H
2534282,Ashish Awasthi,6571,53,34,25,H
1766215,John Hardy,12350,163,96,48,H
2236051,Michael G. L. Mills,3042,97,62,34,H
144193783,Menaka Pai,870,48,25,18,H
117187818,Susan Stepakoff,1,2,0,1,L
47064323,B. Curtis Hamm,2917,228,63,29,H
145139756,Padmanabhan Pillai,3722,81,50,28,H
1715306,José A. Bañares,339,69,12,11,H
4630664,Bruce Barnett,9842,611,156,43,H
2538556,Yoonseok Jwa,249,18,9,10,H
119269155,Holly Susong,1,1,0,1,L
152630017,Brandon Bilodeau,583,2,1,1,L
123849184,Dagnachew Nega,2,6,0,2,L
116221782,Alexis Fagot,5337,746,151,34,H
1398244503,Robert S. Wyer,7123,367,118,38,H
3762931,Juergen Krahl,1045,61,19,14,H
48456151,B. Gutter,52,14,2,5,L
49449629,Barkın Bakır,14,9,0,3,L
40623363,Michael K Atalay,402,71,12,12,H
144931212,Mel Slater,14175,333,176,61,H
1382866707,Mariarosaria D'Alfonso,10189,603,149,38,H
91173695,Ho Si Thoang,0,22,0,1,L
122499642,Vivek Sharma,1339,348,43,19,H
47400744,Hardi Prasetyo,123,16,3,8,L
3281661,Yanling Wu,207,29,7,7,L
6804051,M. Nazori Madjid,2434,94,31,23,H
3762735,Maricilda Palandi de Mello,492,70,18,14,H
152108999,J. W. Evans,311,8,1,2,L
143901197,Eduardo De Moraes Gregores,10168,883,195,37,H
2907683,Emily Henriette,62,5,2,2,L
96815861,O. C. Ferrell,3942,87,31,25,H
5076427,Philip S Insel,2800,121,45,25,H
49007001,Sajjad Ali,87,27,1,4,L
48683452,Wontae Noh,108,26,2,5,L
41198782,John W. Schouten,2846,111,24,18,H
20054079,Shin-ichi Yanagi,54,10,1,4,L
119087284,Jean Sébastien Bedo,16,2,1,1,L
11712726,James Leigh,9189,39,27,24,H
47436483,Qin Ni,110,24,3,7,L
38810491,Matthias Wolf,7266,540,156,42,H
2017441,Nicola Saccani,762,114,21,15,H
1382625931,Samuel Higginbotham,1119,254,30,16,H
143790664,Wendy Lim,3674,94,41,28,H
37040517,Yingen Xiong,1049,75,27,16,H
134785517,Tayne Ephraim,0,1,0,1,L
143725407,Qiang Tong,417,57,13,12,H
1711695,Iain A. Matthews,10420,135,89,43,H
144061974,Patrick D. McDaniel,19235,270,132,60,H
1730936,Chu-Ren Huang,2526,411,69,24,H
39888518,Hong-Lin Chen,4100,100,50,30,H
1382885412,Ziyad Al-Aly,8463,96,55,35,H
36274723,Lucas Kovar,2201,23,13,11,H
47663240,Miriam Leenders,584,1,1,1,L
39736942,Ray B. Evans,95,42,3,4,L
1401031907,Tammy Rubel-Lifschitz,95,3,1,2,L
5805224,Howard B. Lieberman,1824,89,40,25,H
47498685,B. A. Griffith,132,43,3,8,L
4675139,G. Somenzini,7,10,0,2,L
2797688,Ioannis Ntzoufras,1675,115,24,16,H
152906865,Aurélien Benoit,3500,110,30,20,H
11586555,Andrew P. Morriss,218,96,6,8,L
49446819,Stefano Merler,1956,105,45,25,H
2147571,Yangmei Li,96,18,3,5,L
69429802,Roger Flanagan,229,50,7,8,L
32335103,Denyse L Richardson,896,20,7,8,L
2863623,Imen Megdiche,90,30,2,6,L
121656782,Huaiyu Tian,190,15,7,8,L
10190005,Sophie Siebert,39,8,2,3,L
101816778,John Purcell,917,61,9,10,H
3356325,Miguel Pincheira,54,3,1,2,L
153735265,J. R. Bond,3919,120,35,23,H
48154345,Mihaly Csikszentmihalyi,7008,51,25,21,H
16173991,Erik Bjornson,7,9,0,2,L
123505285,Helen Perks,724,34,11,11,H
144963329,David Curry,704,182,25,15,H
1560271337,Lin-Bo Shi,49,2,1,1,L
1390757017,Thomas Müller,4119,723,111,26,H
93253811,Xavier Janssen,2946,490,69,25,H
88587665,Michael R Von Korff,14081,164,114,59,H
1382860530,Sophie Henrot-Versill'e,13133,602,172,45,H
1737218,Liang Lin,7001,293,138,45,H
6667488,Ashkan Afshin,8425,115,60,35,H
2969088,Kristin D Neff,7539,87,42,29,H
3278629,Caroline C. Krejci,364,55,3,7,L
153228286,Chuan Li,1298,74,15,12,H
47545630,Arnold L. Gordon,1060,24,9,9,L
8607567,Ayse Abbasoglu Ozgoren,1871,4,3,3,L
4587997,Lisa E. Hensley,8203,209,128,52,H
118054467,Miller Williams,65,38,2,3,L
51299125,Anindya Dutta,132,17,4,5,L
7834289,Hebe N. Gouda,5906,69,14,14,H
11384559,Ju-Hyeung Kim,8,2,0,1,L
14189307,Liz Royle,24,8,1,3,L
5771664,Qijun Weng,3697,21,17,17,H
153432684,Devi Parikh,11729,183,115,51,H
152655781,C. Apostol,30,5,2,2,L
80229240,Zhishui Chen,27,8,2,2,L
9831252,Annie N Simpson,571,82,18,15,H
3142187,Wes Felter,1846,26,16,14,H
47381168,Marc Dobson,6144,646,145,35,H
46861004,Masahiro Mori,874,117,13,12,H
118491064,Daniel W. Greening,650,20,5,6,L
4043132,Simerjot Kaur Jassal,4128,40,23,20,H
1405206178,Maria Cristina Nishiwaki-Dantas,114,38,2,6,L
5049762,Erika Vacchelli,4583,108,60,37,H
4024626,Eva Rother,946,29,10,10,H
12998064,Adluri Ram Sudheer,1207,20,18,15,H
47027241,Colin D. Steer,2069,35,23,15,H
29371157,Mansour Ghadrpoori,30,1,1,1,L
151475553,Le Khac Linh,5,2,0,1,L
144608889,Lucas Maciel Rabello,86,52,3,5,L
145232867,Arnold S Bayer,12460,398,214,55,H
1491219439,Meng Di Jiang,67,2,1,1,L
2066480,Andrew Pickles,17181,284,165,65,H
4754791,Fabio Busonero,7672,67,44,34,H
119492108,Tommy Stanley,2106,62,24,20,H
2512370,Joachim W. Herzig,575,67,21,15,H
30433637,Calvin J Chiew,159,15,6,7,L
3752402,George A. Mensah,6720,36,20,19,H
9884636,Helen L. Bandey,245,29,6,8,L
80570609,Patricia Cahape,48,4,1,2,L
49677712,Lauren Stewart,176,8,1,3,L
